CNNAM,FNFNUM,CNID,USERID,CREATED,MODIFIED
"Ringworm Bush","924","RINGWORMBUSH","DUKE","10-DEC-97",""
"Sicklepod","925","SICKLEPOD","DUKE","10-DEC-97",""
"Coffee Senna","926","COFFEESENNA","DUKE","10-DEC-97",""
"Saw Palmetto","927","SAWPALMETTO","DUKE","10-DEC-97",""
"Sesame","928","SESAME","DUKE","10-DEC-97",""
"Broomweed","929","BROOMWEED","DUKE","10-DEC-97",""
"Teaplant","929","TEAPLANT","DUKE","10-DEC-97",""
"Hsi Chien","930","HSICHIEN","DUKE","10-DEC-97",""
"Saint Paul'Swort","930","SAINTPAULSWORT","DUKE","10-DEC-97",""
"Milk Thistle","931","MILKTHISTLE","DUKE","10-DEC-97",""
"Simaruba Bark","932","SIMARUBABARK","DUKE","10-DEC-97",""
"Simaruba Bark","933","SIMARUBABARK","DUKE","10-DEC-97",""
"Jojoba","934","JOJOBA","DUKE","10-DEC-97",""
"White Mustard","935","WHITEMUSTARD","DUKE","10-DEC-97",""
"Ching-Feng-Teng","936","CHINGFENGTENG","DUKE","10-DEC-97",""
"China Root","937","CHINAROOT","DUKE","10-DEC-97",""
"Sarsaparilla","938","SARSAPARILLA","DUKE","10-DEC-97",""
"Horsenettle","939","HORSENETTLE","DUKE","10-DEC-97",""
"Bitter Nightshade","940","BITTERNIGHTSHADE","DUKE","10-DEC-97",""
"Bittersweet","940","BITTERSWEET","DUKE","10-DEC-97",""
"Love Apple","941","LOVEAPPLE","DUKE","10-DEC-97",""
"Susumber","941","SUSUMBER","DUKE","10-DEC-97",""
"Aubergine","942","AUBERGINE","DUKE","10-DEC-97",""
"Eggplant","942","EGGPLANT","DUKE","10-DEC-97",""
"Black Nightshade","943","BLACKNIGHTSHADE","DUKE","10-DEC-97",""
"Susumba","944","SUSUMBA","DUKE","10-DEC-97",""
"Wild Eggplant","944","WILDEGGPLANT","DUKE","10-DEC-97",""
"Potato","945","POTATO","DUKE","10-DEC-97",""
"European Goldenrod","946","EUROPEANGOLDENROD","DUKE","10-DEC-97",""
"Woundwort","946","WOUNDWORT","DUKE","10-DEC-97",""
"Cerraja","947","CERRAJA","DUKE","10-DEC-97",""
"Sow Thistle","947","SOWTHISTLE","DUKE","10-DEC-97",""
"Narrowleaf Sophora","948","NARROWLEAFSOPHORA","DUKE","10-DEC-97",""
"Japanese Pagoda Tree","949","JAPANESEPAGODATREE","DUKE","10-DEC-97",""
"Siberian Pachycarpa","950","SIBERIANPACHYCARPA","DUKE","10-DEC-97",""
"Mescal Bean","951","MESCALBEAN","DUKE","10-DEC-97",""
"Shan Dou Gen","952","SHANDOUGEN","DUKE","10-DEC-97",""
"Rowan Berry","953","ROWANBERRY","DUKE","10-DEC-97",""
"Genet","954","GENET","DUKE","10-DEC-97",""
"Spanish Broom","954","SPANISHBROOM","DUKE","10-DEC-97",""
"Weaver's Broom","954","WEAVERSBROOM","DUKE","10-DEC-97",""
"African Yam Bean","955","AFRICANYAMBEAN","DUKE","10-DEC-97",""
"Yam Pea","955","YAMPEA","DUKE","10-DEC-97",""
"Indian Pink","956","INDIANPINK","DUKE","10-DEC-97",""
"Pinkroot","956","PINKROOT","DUKE","10-DEC-97",""
"Spinach","957","SPINACH","DUKE","10-DEC-97",""
"Spirulina","958","SPIRULINA","DUKE","10-DEC-97",""
"Ambarella","959","AMBARELLA","DUKE","10-DEC-97",""
"Yellow Mombin","960","YELLOWMOMBIN","DUKE","10-DEC-97",""
"Yellow Plum","960","YELLOWPLUM","DUKE","10-DEC-97",""
"Yellow Mombin","961","YELLOWMOMBIN","DUKE","10-DEC-97",""
"Yellow Plum","961","YELLOWPLUM","DUKE","10-DEC-97",""
"Purple Jobo","962","PURPLEJOBO","DUKE","10-DEC-97",""
"Purple Plum","962","PURPLEPLUM","DUKE","10-DEC-97",""
"Imbu","963","IMBU","DUKE","10-DEC-97",""
"Umbu","963","UMBU","DUKE","10-DEC-97",""
"Downy Woundwort","964","DOWNYWOUNDWORT","DUKE","10-DEC-97",""
"Betony","965","BETONY","DUKE","10-DEC-97",""
"Wood Betony","965","WOODBETONY","DUKE","10-DEC-97",""
"Verbena","966","VERBENA","DUKE","10-DEC-97",""
"Brazilian Tea","967","BRAZILIANTEA","DUKE","10-DEC-97",""
"Chickweed","968","CHICKWEED","DUKE","10-DEC-97",""
"Indian Tape-Vine","969","INDIANTAPEVINE","DUKE","10-DEC-97",""
"Japanese Tape-Vine","970","JAPANESETAPEVINE","DUKE","10-DEC-97",""
"Stephania","971","STEPHANIA","DUKE","10-DEC-97",""
"Karaya","972","KARAYA","DUKE","10-DEC-97",""
"Ca-A-E","973","CAAE","DUKE","10-DEC-97","28-OCT-02"
"Sweet Leaf of Paraguay","973","SWEETLEAFOFPARAGUAY","DUKE","10-DEC-97",""
"Queen's-Delight","974","QUEENSDELIGHT","DUKE","10-DEC-97","02-APR-99"
"Stillingia","974","STILLINGIA","DUKE","10-DEC-97",""
"Ouabain","975","OUABAIN","DUKE","10-DEC-97",""
"Hispid Ouabain","976","HISPIDOUABAIN","DUKE","10-DEC-97",""
"Kombe Arrow Poison","977","KOMBEARROWPOISON","DUKE","10-DEC-97",""
"Nux-Vomica","978","NUXVOMICA","DUKE","10-DEC-97",""
"Stychnine","978","STYCHNINE","DUKE","10-DEC-97",""
"Benzoin","979","BENZOIN","DUKE","10-DEC-97",""
"Onycha","979","ONYCHA","DUKE","10-DEC-97",""
"Styrax","979","STYRAX","DUKE","10-DEC-97",""
"Siam Benzoin","980","SIAMBENZOIN","DUKE","10-DEC-97",""
"Billy Webb","981","BILLYWEBB","DUKE","10-DEC-97",""
"Cascara Amarga","981","CASCARAAMARGA","DUKE","10-DEC-97",""
"Chirata","982","CHIRATA","DUKE","10-DEC-97",""
"Chiretta","982","CHIRETTA","DUKE","10-DEC-97",""
"Buckbush","983","BUCKBUSH","DUKE","10-DEC-97",""
"Comfrey","984","COMFREY","DUKE","10-DEC-97",""
"Skunk Cabbage","985","SKUNKCABBAGE","DUKE","10-DEC-97",""
"Clove","986","CLOVE","DUKE","10-DEC-97",""
"Pau D'Arco","987","PAUDARCO","DUKE","10-DEC-97",""
"Iboga","988","IBOGA","DUKE","10-DEC-97",""
"Marigold","989","MARIGOLD","DUKE","10-DEC-97",""
"Wild Marigold","990","WILDMARIGOLD","DUKE","10-DEC-97",""
"French Marigold","991","FRENCHMARIGOLD","DUKE","10-DEC-97",""
"Tamarind","992","TAMARIND","DUKE","10-DEC-97",""
"Tansy","993","TANSY","DUKE","10-DEC-97",""
"Mongoloid Dandelion","994","MONGOLOIDDANDELION","DUKE","10-DEC-97",""
"Dandelion","995","DANDELION","DUKE","10-DEC-97",""
"Common Yew","996","COMMONYEW","DUKE","10-DEC-97",""
"Yellow Elder","997","YELLOWELDER","DUKE","10-DEC-97",""
"White Tephrosia","998","WHITETEPHROSIA","DUKE","10-DEC-97",""
"Purple Tephrosia","999","PURPLETEPHROSIA","DUKE","10-DEC-97",""
"Wild Indigo","999","WILDINDIGO","DUKE","10-DEC-97",""
"Devil's Shoestring","1000","DEVILSSHOESTRING","DUKE","10-DEC-97",""
"Fish Poison Bean","1001","FISHPOISONBEAN","DUKE","10-DEC-97",""
"Indian Almond","1002","INDIANALMOND","DUKE","10-DEC-97",""
"Ink Nut","1003","INKNUT","DUKE","10-DEC-97",""
"Myrobalan","1003","MYROBALAN","DUKE","10-DEC-97",""
"Arar Tree","1004","ARARTREE","DUKE","10-DEC-97",""
"Sandarac","1004","SANDARAC","DUKE","10-DEC-97",""
"New Zealand Spinach","1005","NEWZEALANDSPINACH","DUKE","10-DEC-97",""
"Rice Paper Tree","1006","RICEPAPERTREE","DUKE","10-DEC-97",""
"Tong-Cao","1006","TONGCAO","DUKE","10-DEC-97",""
"Tung-Tsao","1006","TUNGTSAO","DUKE","10-DEC-97",""
"Wall Germander","1007","WALLGERMANDER","DUKE","10-DEC-97",""
"Cat Thyme","1008","CATTHYME","DUKE","10-DEC-97",""
"Golden Germander","1009","GOLDENGERMANDER","DUKE","10-DEC-97",""
"Cacao","1010","CACAO","DUKE","10-DEC-97",""
"Arbor-Vitae","1011","ARBORVITAE","DUKE","10-DEC-97",""
"Northern White-Cedar","1011","NORTHERNWHITECEDAR","DUKE","10-DEC-97",""
"'Sicilian' Thyme","1012","SICILIANTHYME","DUKE","10-DEC-97",""
"Spanish Origanum","1012","SPANISHORIGANUM","DUKE","10-DEC-97",""
"Spanish Thyme","1012","SPANISHTHYME","DUKE","10-DEC-97",""
"Spanish Marjoram","1013","SPANISHMARJORAM","DUKE","10-DEC-97",""
"Orosped Thyme","1014","OROSPEDTHYME","DUKE","10-DEC-97",""
"Creeping Thyme","1015","CREEPINGTHYME","DUKE","10-DEC-97",""
"Common Thyme","1016","COMMONTHYME","DUKE","10-DEC-97",""
"Garden Thyme","1016","GARDENTHYME","DUKE","10-DEC-97",""
"Basswood","1017","BASSWOOD","DUKE","10-DEC-97",""
"Lime","1017","LIME","DUKE","10-DEC-97",""
"Linden","1017","LINDEN","DUKE","10-DEC-97",""
"Ajwan","1018","AJWAN","DUKE","10-DEC-97",""
"Salsify","1019","SALSIFY","DUKE","10-DEC-97",""
"Snakegourd","1020","SNAKEGOURD","DUKE","10-DEC-97",""
"Chinese Cucumber","1021","CHINESECUCUMBER","DUKE","10-DEC-97",""
"Red Clover","1022","REDCLOVER","DUKE","10-DEC-97",""
"Fenugreek","1023","FENUGREEK","DUKE","10-DEC-97",""
"Yellow Vine","1024","YELLOWVINE","DUKE","10-DEC-97",""
"Wheat","1025","WHEAT","DUKE","10-DEC-97",""
"Nasturtium","1026","NASTURTIUM","DUKE","10-DEC-97",""
"Anu","1027","ANU","DUKE","10-DEC-97",""
"Mashua","1027","MASHUA","DUKE","10-DEC-97",""
"Eastern Hemlock","1028","EASTERNHEMLOCK","DUKE","10-DEC-97",""
"Damiana","1029","DAMIANA","DUKE","10-DEC-97",""
"Coltsfoot","1030","COLTSFOOT","DUKE","10-DEC-97",""
"Melloco","1031","MELLOCO","DUKE","10-DEC-97",""
"Ulluco","1031","ULLUCO","DUKE","10-DEC-97",""
"Slippery Elm","1032","SLIPPERYELM","DUKE","10-DEC-97",""
"California Bay","1033","CALIFORNIABAY","DUKE","10-DEC-97",""
"Gambir","1034","GAMBIR","DUKE","10-DEC-97",""
"Pale Catechu","1034","PALECATECHU","DUKE","10-DEC-97",""
"Indian Squill","1035","INDIANSQUILL","DUKE","10-DEC-97",""
"Sea-Onion","1035","SEAONION","DUKE","10-DEC-97",""
"European Squill","1036","EUROPEANSQUILL","DUKE","10-DEC-97",""
"European Nettle","1037","EUROPEANNETTLE","DUKE","10-DEC-97",""
"Stinging Nettle","1037","STINGINGNETTLE","DUKE","10-DEC-97",""
"Blueberry","1038","BLUEBERRY","DUKE","10-DEC-97",""
"Cranberry","1039","CRANBERRY","DUKE","10-DEC-97",""
"Bilberry","1040","BILBERRY","DUKE","10-DEC-97",""
"Whortleberry","1040","WHORTLEBERRY","DUKE","10-DEC-97",""
"Cowberry","1041","COWBERRY","DUKE","10-DEC-97",""
"Lingen","1041","LINGEN","DUKE","10-DEC-97",""
"Lingonberry","1041","LINGONBERRY","DUKE","10-DEC-97",""
"Valerian","1042","VALERIAN","DUKE","10-DEC-97",""
"Corn Salad","1043","CORNSALAD","DUKE","10-DEC-97",""
"Lamb's Lettuce","1043","LAMBSLETTUCE","DUKE","10-DEC-97",""
"Vanilla","1044","VANILLA","DUKE","10-DEC-97",""
"Tahiti Vanilla","1045","TAHITIVANILLA","DUKE","10-DEC-97",""
"White Hellebore","1046","WHITEHELLEBORE","DUKE","10-DEC-97",""
"American Hellebore","1047","AMERICANHELLEBORE","DUKE","10-DEC-97",""
"Indian Poke","1047","INDIANPOKE","DUKE","10-DEC-97",""
"Mullein","1048","MULLEIN","DUKE","10-DEC-97",""
"Vervain","1049","VERVAIN","DUKE","10-DEC-97",""
"Common Speedwell","1050","COMMONSPEEDWELL","DUKE","10-DEC-97",""
"Gypsyweed","1050","GYPSYWEED","DUKE","10-DEC-97",""
"Cus-Cus","1051","CUSCUS","DUKE","10-DEC-97",""
"Vetiver","1051","VETIVER","DUKE","10-DEC-97",""
"Crampbark","1052","CRAMPBARK","DUKE","10-DEC-97",""
"European Cranberry Bush","1052","EUROPEANCRANBERRYBUSH","DUKE","10-DEC-97",""
"Guelder Rose","1052","GUELDERROSE","DUKE","10-DEC-97",""
"Black Haw","1053","BLACKHAW","DUKE","10-DEC-97",""
"Broadbean","1054","BROADBEAN","DUKE","10-DEC-97",""
"Faba Bean","1054","FABABEAN","DUKE","10-DEC-97",""
"Mat Bean","1055","MATBEAN","DUKE","10-DEC-97",""
"Moth Bean","1055","MOTHBEAN","DUKE","10-DEC-97",""
"Adzuki Bean","1056","ADZUKIBEAN","DUKE","10-DEC-97",""
"Black Gram","1057","BLACKGRAM","DUKE","10-DEC-97",""
"Green Gram","1058","GREENGRAM","DUKE","10-DEC-97",""
"Mungbean","1058","MUNGBEAN","DUKE","10-DEC-97",""
"Bambarra Groundnut","1059","BAMBARRAGROUNDNUT","DUKE","10-DEC-97",""
"Groundbean","1059","GROUNDBEAN","DUKE","10-DEC-97",""
"Periwinkle","1062","PERIWINKLE","DUKE","10-DEC-97",""
"Common Violet","1063","COMMONVIOLET","DUKE","10-DEC-97",""
"Sweet Violet","1063","SWEETVIOLET","DUKE","10-DEC-97",""
"Pansy","1064","PANSY","DUKE","10-DEC-97",""
"Wild Violet","1064","WILDVIOLET","DUKE","10-DEC-97",""
"Parica","1065","PARICA","DUKE","10-DEC-97",""
"European Mistletoe","1066","EUROPEANMISTLETOE","DUKE","10-DEC-97",""
"Chaste-Tree","1067","CHASTETREE","DUKE","10-DEC-97","08-APR-99"
"Grape","1068","GRAPE","DUKE","10-DEC-97",""
"Warburghia","1069","WARBURGHIA","DUKE","10-DEC-97",""
"Goldcup","1070","GOLDCUP","DUKE","10-DEC-97",""
"Pasmo","1070","PASMO","DUKE","10-DEC-97",""
"Ashwagandha","1071","ASHWAGANDHA","DUKE","10-DEC-97",""
"Malanga","1072","MALANGA","DUKE","10-DEC-97",""
"Tannia","1072","TANNIA","DUKE","10-DEC-97",""
"Yautia","1072","YAUTIA","DUKE","10-DEC-97",""
"Spanish Bayonet","1073","SPANISHBAYONET","DUKE","10-DEC-97",""
"Yucca","1073","YUCCA","DUKE","10-DEC-97",""
"Joshua Tree","1074","JOSHUATREE","DUKE","10-DEC-97",""
"Mohave Yucca","1075","MOHAVEYUCCA","DUKE","10-DEC-97",""
"Northern Prickly Ash","1076","NORTHERNPRICKLYASH","DUKE","10-DEC-97","10-APR-99"
"Corn","1077","CORN","DUKE","10-DEC-97",""
"Ginger","1078","GINGER","DUKE","10-DEC-97",""
"Da-Zao","1079","DAZAO","DUKE","10-DEC-97",""
"Jujube","1079","JUJUBE","DUKE","10-DEC-97",""
"Ta-Tsao","1079","TATSAO","DUKE","10-DEC-97",""
"Syrian Christ-Thorn","1080","SYRIANCHRISTTHORN","DUKE","10-DEC-97",""
"Tulip","1081","TULIP","DUKE","10-DEC-97",""
"Chilgoza Pine","1082","CHILGOZAPINE","DUKE","10-DEC-97",""
"Khasi Pine","1083","KHASIPINE","DUKE","10-DEC-97",""
"Chir Pine","1084","CHIRPINE","DUKE","10-DEC-97",""
"Himalayan Longleaf","1084","HIMALAYANLONGLEAF","DUKE","10-DEC-97",""
"Bhutan Pine","1085","BHUTANPINE","DUKE","10-DEC-97",""
"Himalayan Mayapple","1086","HIMALAYANMAYAPPLE","DUKE","10-DEC-97",""
"Chinese Mayapple","1087","CHINESEMAYAPPLE","DUKE","10-DEC-97",""
"Cedron","1088","CEDRON","DUKE","10-DEC-97",""
"Wasakusili","1089","WASAKUSILI","DUKE","10-DEC-97",""
"Savanna Courbaril","1090","SAVANNACOURBARIL","DUKE","10-DEC-97",""
"Cajurana","1091","CAJURANA","DUKE","10-DEC-97",""
"Skimmia","1092","SKIMMIA","DUKE","10-DEC-97",""
"Japanese Skimmia","1093","JAPANESESKIMMIA","DUKE","10-DEC-97",""
"Indian Valerian","1094","INDIANVALERIAN","DUKE","10-DEC-97",""
"Ucahuba","1095","UCAHUBA","DUKE","10-DEC-97",""
"Ucuuba","1095","UCUUBA","DUKE","10-DEC-97",""
"Indian Prickly Ash","1096","INDIANPRICKLYASH","DUKE","10-DEC-97",""
"Wartara Oil Tree","1096","WARTARAOILTREE","DUKE","10-DEC-97",""
"Pondapple","1097","PONDAPPLE","DUKE","10-DEC-97",""
"Mountain Soursop","1098","MOUNTAINSOURSOP","DUKE","10-DEC-97",""
"Indian Wintergreen","1099","INDIANWINTERGREEN","DUKE","10-DEC-97",""
"Rye","1100","RYE","DUKE","10-DEC-97",""
"Chia","1101","CHIA","DUKE","10-DEC-97",""
"Ajicito","1108","AJICITO","DUKE","10-DEC-97",""
"Coca de pescado","1108","COCADEPESCADO","DUKE","10-DEC-97",""
"Guarda orvalho","1109","GUARDAORVALHO","DUKE","10-DEC-97",""
"Hayo","1117","HAYO","DUKE","10-DEC-97",""
"Mamacoca","1123","MAMACOCA","DUKE","10-DEC-97",""
"Bastard sandal","1124","BASTARDSANDAL","DUKE","10-DEC-97",""
"Red cedar","1124","REDCEDAR","DUKE","10-DEC-97",""
"Arco de pipa","1130","ARCODEPIPA","DUKE","10-DEC-97",""
"Arabillo","1133","ARABILLO","DUKE","10-DEC-97",""
"Jiba","1133","JIBA","DUKE","10-DEC-97",""
"Wild coca","1135","WILDCOCA","DUKE","10-DEC-97",""
"Cerecito","1136","CERECITO","DUKE","10-DEC-97",""
"Hayo","1136","HAYO","DUKE","10-DEC-97",""
"Jaillito","1136","JAILLITO","DUKE","10-DEC-97",""
"Ichang papeda","1140","ICHANGPAPEDA","DUKE","10-DEC-97",""
"Meyer lemon","1141","MEYERLEMON","DUKE","10-DEC-97",""
"Meyer's citrus","1142","MEYERSCITRUS","DUKE","10-DEC-97",""
"Yuzu","1142","YUZU","DUKE","10-DEC-97",""
"Citrus","1143","CITRUS","DUKE","10-DEC-97",""
"Satsuma mandarin","1144","SATSUMAMANDARIN","DUKE","10-DEC-97",""
"EQUATORIAL IVORY PALM","1145","EQUATORIALIVORYPALM","DUKE","10-DEC-97",""
"IVORY NUT PALM","1146","IVORYNUTPALM","DUKE","10-DEC-97",""
"Sallow Thorn","1149","SALLOWTHORN","DUKE","10-DEC-97",""
"Sea Buckthorn","1149","SEABUCKTHORN","DUKE","10-DEC-97",""
"Yellow Spine","1149","YELLOWSPINE","DUKE","10-DEC-97",""
"Russian Olive","1150","RUSSIANOLIVE","DUKE","10-DEC-97",""
"Silver Berry","1150","SILVERBERRY","DUKE","10-DEC-97",""
"Silver Berry","1151","SILVERBERRY","DUKE","10-DEC-97",""
"Iwuken","1152","IWUKEN","DUKE","10-DEC-97",""
"Oriental Silver Berry","1152","ORIENTALSILVERBERRY","DUKE","10-DEC-97",""
"Thorny Silver Berry","1153","THORNYSILVERBERRY","DUKE","10-DEC-97",""
"Russian Olive","1154","RUSSIANOLIVE","DUKE","10-DEC-97",""
"Persimmon","1177","PERSIMMON","DUKE","10-DEC-97",""
"Malabar Catmint","1194","MALABARCATMINT","DUKE","10-DEC-97",""
"Envira Preta","1200","ENVIRAPRETA","DUKE","10-DEC-97",""
"Cipo-Ira","1201","CIPOIRA","DUKE","10-DEC-97",""
"Himalayan Juniper","1202","HIMALAYANJUNIPER","DUKE","10-DEC-97",""
"Indian Juniper","1202","INDIANJUNIPER","DUKE","10-DEC-97",""
"White Lippia","1203","WHITELIPPIA","DUKE","10-DEC-97",""
"Kapok","1204","KAPOK","DUKE","10-DEC-97",""
"Silk-Cotton Tree","1204","SILKCOTTONTREE","DUKE","10-DEC-97",""
"Castarica","1205","CASTARICA","DUKE","10-DEC-97",""
"Emerald Cacao","1205","EMERALDCACAO","DUKE","10-DEC-97",""
"Nicaraguan Cacao","1206","NICARAGUANCACAO","DUKE","10-DEC-97",""
"Pataste","1206","PATASTE","DUKE","10-DEC-97",""
"Carambola","1207","CARAMBOLA","DUKE","10-DEC-97",""
"Star Fruit","1207","STARFRUIT","DUKE","10-DEC-97",""
"Buffalo Gourd","1208","BUFFALOGOURD","DUKE","10-DEC-97",""
"Leren","1209","LEREN","DUKE","10-DEC-97",""
"Lleren","1209","LLEREN","DUKE","10-DEC-97",""
"Chufle","1210","CHUFLE","DUKE","10-DEC-97",""
"Andiroba","1211","ANDIROBA","DUKE","10-DEC-97",""
"Bael de India","1212","BAELDEINDIA","DUKE","10-DEC-97",""
"Bael fruit","1212","BAELFRUIT","DUKE","10-DEC-97",""
"Llama","1213","LLAMA","DUKE","10-DEC-97",""
"Bilimbi","1214","BILIMBI","DUKE","10-DEC-97",""
"Limon chino","1214","LIMONCHINO","DUKE","10-DEC-97",""
"Peach palm","1215","PEACHPALM","DUKE","10-DEC-97",""
"Pejibaye","1215","PEJIBAYE","DUKE","10-DEC-97",""
"Breadnut","1216","BREADNUT","DUKE","10-DEC-97",""
"Tamamuri","1216","TAMAMURI","DUKE","10-DEC-97",""
"Nance","1217","NANCE","DUKE","10-DEC-97",""
"Babaco","1218","BABACO","DUKE","10-DEC-97",""
"Mountain papaya","1218","MOUNTAINPAPAYA","DUKE","10-DEC-97",""
"Matasano","1219","MATASANO","DUKE","10-DEC-97",""
"White sapote","1219","WHITESAPOTE","DUKE","10-DEC-97",""
"Cocoa plum","1220","COCOAPLUM","DUKE","10-DEC-97",""
"Icaco","1220","ICACO","DUKE","10-DEC-97",""
"Caimito","1221","CAIMITO","DUKE","10-DEC-97",""
"Star Apple","1221","STARAPPLE","DUKE","10-DEC-97",""
"Calamansi","1222","CALAMANSI","DUKE","10-DEC-97",""
"Calamondin","1222","CALAMONDIN","DUKE","10-DEC-97",""
"Black Sapote","1223","BLACKSAPOTE","DUKE","10-DEC-97",""
"Sapote Negro","1223","SAPOTENEGRO","DUKE","10-DEC-97",""
"Durian","1224","DURIAN","DUKE","10-DEC-97",""
"Brazil Cherry","1225","BRAZILCHERRY","DUKE","10-DEC-97",""
"Grumichama","1225","GRUMICHAMA","DUKE","10-DEC-97",""
"Pitanga","1226","PITANGA","DUKE","10-DEC-97",""
"Surinam Cherry","1226","SURINAMCHERRY","DUKE","10-DEC-97",""
"Brazillian Guava","1227","BRAZILLIANGUAVA","DUKE","10-DEC-97",""
"Guava Brazilera","1227","GUAVABRAZILERA","DUKE","10-DEC-97",""
"Mangosteen","1228","MANGOSTEEN","DUKE","10-DEC-97",""
"Mangostin","1228","MANGOSTIN","DUKE","10-DEC-97",""
"Guatemala Cereus","1229","GUATEMALACEREUS","DUKE","10-DEC-97",""
"Nopalito De Guatemala","1229","NOPALITODEGUATEMALA","DUKE","10-DEC-97",""
"Night-Blooming Cereus","1230","NIGHTBLOOMINGCEREUS","DUKE","10-DEC-97",""
"Nopalito De Noche","1230","NOPALITODENOCHE","DUKE","10-DEC-97",""
"Strawberry Pear","1230","STRAWBERRYPEAR","DUKE","10-DEC-97",""
"Guaba","1231","GUABA","DUKE","10-DEC-97",""
"Icecream Bean","1231","ICECREAMBEAN","DUKE","10-DEC-97",""
"Ice Cream Bean","1232","ICECREAMBEAN","DUKE","10-DEC-97",""
"Pacay","1232","PACAY","DUKE","10-DEC-97",""
"Sansapote","1233","SANSAPOTE","DUKE","10-DEC-97",""
"Elephant Apple","1234","ELEPHANTAPPLE","DUKE","10-DEC-97",""
"Manzana De Elefante","1234","MANZANADEELEFANTE","DUKE","10-DEC-97",""
"Wood-Apple","1234","WOODAPPLE","DUKE","10-DEC-97",""
"Mamey","1235","MAMEY","DUKE","10-DEC-97",""
"Sapodilla","1236","SAPODILLA","DUKE","10-DEC-97",""
"Aguaje","1237","AGUAJE","DUKE","10-DEC-97",""
"Buruti","1237","BURUTI","DUKE","10-DEC-97",""
"Morichi palm","1237","MORICHIPALM","DUKE","10-DEC-97",""
"Genip","1238","GENIP","DUKE","10-DEC-97",""
"Honey berry","1238","HONEYBERRY","DUKE","10-DEC-97",""
"Mamoncillo","1238","MAMONCILLO","DUKE","10-DEC-97",""
"Pitomba","1238","PITOMBA","DUKE","10-DEC-97",""
"Cereso","1239","CERESO","DUKE","10-DEC-97",""
"Jamaica cherry","1239","JAMAICACHERRY","DUKE","10-DEC-97",""
"Yumansa","1239","YUMANSA","DUKE","10-DEC-97",""
"Jaboticaba","1240","JABOTICABA","DUKE","10-DEC-97",""
"Camu-camu (Eng.,Peru,Scn.,Sp.)","1241","CAMUCAMUENGPERUSCNSP","DUKE","10-DEC-97","12-DEC-05"
"Rumberry (Eng.)","1241","RUMBERRYENG","DUKE","10-DEC-97","12-DEC-05"
"Black rumberry","1242","BLACKRUMBERRY","DUKE","10-DEC-97",""
"Camu-camu arbol","1242","CAMUCAMUARBOL","DUKE","10-DEC-97",""
"Camu-camu negro","1242","CAMUCAMUNEGRO","DUKE","10-DEC-97",""
"Maracuya","1243","MARACUYA","DUKE","10-DEC-97",""
"Passionfruit","1243","PASSIONFRUIT","DUKE","10-DEC-97",""
"Granadilla Cimarrona","1244","GRANADILLACIMARRONA","DUKE","10-DEC-97",""
"Stinking Granadilla","1244","STINKINGGRANADILLA","DUKE","10-DEC-97",""
"Granadilla","1245","GRANADILLA","DUKE","10-DEC-97",""
"Sweet Granadilla","1245","SWEETGRANADILLA","DUKE","10-DEC-97",""
"Banana Passionfruit","1246","BANANAPASSIONFRUIT","DUKE","10-DEC-97",""
"Granadilla De Guineo","1246","GRANADILLADEGUINEO","DUKE","10-DEC-97",""
"Barbados Gooseberry","1247","BARBADOSGOOSEBERRY","DUKE","10-DEC-97",""
"Grosela Americana","1247","GROSELAAMERICANA","DUKE","10-DEC-97",""
"Palta De Monte","1248","PALTADEMONTE","DUKE","10-DEC-97",""
"Wild Avocado","1248","WILDAVOCADO","DUKE","10-DEC-97",""
"Wild Pear","1248","WILDPEAR","DUKE","10-DEC-97",""
"Bolsa Mullaca","1249","BOLSAMULLACA","DUKE","10-DEC-97",""
"Winter Cherry","1249","WINTERCHERRY","DUKE","10-DEC-97",""
"Bakuri","1250","BAKURI","DUKE","10-DEC-97",""
"Pacouri","1250","PACOURI","DUKE","10-DEC-97",""
"Tree Grape","1251","TREEGRAPE","DUKE","10-DEC-97",""
"Uvilla","1251","UVILLA","DUKE","10-DEC-97",""
"Abiu","1252","ABIU","DUKE","10-DEC-97",""
"Caimito","1252","CAIMITO","DUKE","10-DEC-97",""
"Canistel","1253","CANISTEL","DUKE","10-DEC-97",""
"Green Sapote","1254","GREENSAPOTE","DUKE","10-DEC-97",""
"Sapote Verde","1254","SAPOTEVERDE","DUKE","10-DEC-97",""
"Cereza","1255","CEREZA","DUKE","10-DEC-97",""
"Sweet Cherry","1255","SWEETCHERRY","DUKE","10-DEC-97",""
"Capulin","1256","CAPULIN","DUKE","10-DEC-97",""
"Wild Cherry","1256","WILDCHERRY","DUKE","10-DEC-97",""
"Chupa-Chupa","1257","CHUPACHUPA","DUKE","10-DEC-97",""
"Sapote","1257","SAPOTE","DUKE","10-DEC-97",""
"Biriba","1258","BIRIBA","DUKE","10-DEC-97",""
"Lancewood","1258","LANCEWOOD","DUKE","10-DEC-97",""
"Cassabanana","1259","CASSABANANA","DUKE","10-DEC-97",""
"Naranjillo","1260","NARANJILLO","DUKE","10-DEC-97",""
"Cocona","1261","COCONA","DUKE","10-DEC-97",""
"Aceituna Dulce","1262","ACEITUNADULCE","DUKE","10-DEC-97",""
"Jambolan","1262","JAMBOLAN","DUKE","10-DEC-97",""
"Java Plum","1262","JAVAPLUM","DUKE","10-DEC-97",""
"Pomarrosa","1263","POMARROSA","DUKE","10-DEC-97",""
"Rose Apple","1263","ROSEAPPLE","DUKE","10-DEC-97",""
