taxonid|relatednameusageid|relationtype|remarks
3047432|3047430|replacement name|
3047934|3047536|replacement name|, nom. superfl.
3047534|3047934|replacement name|
3047535|3047536|replacement name|, nom. superfl.
3278064|3047637|replacement name|, not validly publ.
3047679|3047676|replacement name|
3047835|3047836|replacement name|
3047533|3047532|replacement name|
3047898|3047896|replacement name|
3047908|2925962|replacement name|, nom. superfl.
2925960|2925959|replacement name|
2925961|2925962|replacement name|, nom. superfl.
3047921|3047920|replacement name|
3047926|3271153|replacement name|
3047976|3197688|replacement name|, nom. superfl.
3047977|3047976|replacement name|
3215778|3215777|replacement name|
3048097|3048098|replacement name|, nom. superfl.
3048104|3048103|replacement name|
3048381|3048379|replacement name|
3048424|3048425|replacement name|
3048425|3048428|replacement name|
3048468|3048470|replacement name|
3048469|3048470|replacement name|
3048550|3048529|replacement name|, nom. superfl.
3048511|3048510|replacement name|
3048539|3048531|replacement name|
3212011|3048670|replacement name|, not validly publ.
3048901|3048905|replacement name|, nom. superfl.
3048992|3049068|replacement name|
3049333|3049312|replacement name|, nom. superfl.
3049367|3049366|replacement name|
3049417|3049416|replacement name|
3049496|3049419|replacement name|
3049529|3049530|replacement name|
3049743|3049580|replacement name|
3049654|3049653|replacement name|
3049816|3049814|replacement name|
3049829|3049828|replacement name|
3049866|3049874|replacement name|
3049884|3049883|replacement name|
3049912|3049604|replacement name|
3049924|3049923|replacement name|
3050133|3046447|replacement name|, nom. illeg.
3240403|3050003|replacement name|
3050116|3050112|replacement name|
3199310|3050140|replacement name|, nom. superfl.
3050247|3050229|replacement name|, nom. superfl.
3050310|3050309|replacement name|
3050415|3050413|replacement name|
3216508|3050413|replacement name|
3050066|3050065|replacement name|
3050067|3050065|replacement name|, nom. superfl.
3050820|3233775|replacement name|
3050822|3233776|replacement name|
3050829|3050831|replacement name|
3050013|3050831|replacement name|
3231176|3050886|replacement name|
3211582|3050960|replacement name|, nom. superfl.
3239149|3050991|replacement name|
3050990|3050991|replacement name|, without
3051007|3272214|replacement name|
3051033|3051032|replacement name|
3051036|3051035|replacement name|
3051071|3051070|replacement name|
3211823|3051145|replacement name|, not validly publ.
3051214|3050978|replacement name|, nom. superfl.
3051217|3051212|replacement name|, nom. superfl.
3050975|3050977|replacement name|, not validly publ.
3050977|3051212|replacement name|, nom. superfl.
3211839|3211839|replacement name|, not validly publ.
3051858|3051859|replacement name|
3051906|3051905|replacement name|
3212019|3052017|replacement name|, not validly publ.
3052062|3052059|replacement name|, nom. superfl.
3052064|3052059|replacement name|
3052066|3052060|replacement name|
3212095|3052210|replacement name|, not validly publ.
3052543|3052540|replacement name|, not validly publ.
3200674|3052579|replacement name|, not validly publ.
3052619|3052618|replacement name|, nom. superfl.
3052630|3052534|replacement name|, nom. superfl.
3052633|3052645|replacement name|, nom. superfl.
3052526|3052617|replacement name|
3052716|3052805|replacement name|
3052900|3052899|replacement name|
3052832|3052833|replacement name|
3052790|3052782|replacement name|, nom. superfl.
3053250|3053249|replacement name|
3053288|3053289|replacement name|
3053309|3053308|replacement name|
3053317|3053316|replacement name|
3053434|3053433|replacement name|
3053685|3053686|replacement name|
3053839|3053840|replacement name|
3053869|3053870|replacement name|
3053886|3053885|replacement name|
3054076|3054079|replacement name|, nom. superfl.
3054083|3054076|replacement name|, nom. superfl.
3054088|3054076|replacement name|, nom. superfl.
3054086|3054090|replacement name|
3054107|3054115|replacement name|, nom. superfl.
3054111|3054109|replacement name|, nom. superfl.
3054151|3054153|replacement name|
3054189|3054190|replacement name|
3054237|3054243|replacement name|
3051970|3054320|replacement name|
3054435|3054434|replacement name|
3054442|3054441|replacement name|
3054536|3054526|replacement name|
3054547|3054548|replacement name|
3054830|3054826|replacement name|
3054889|3054891|replacement name|
3054892|3054891|replacement name|
3054894|3054892|replacement name|
3054935|3054938|replacement name|
3233328|3054965|replacement name|, nom. illeg.
3054964|3054965|replacement name|
3237723|3055265|replacement name|
3055496|3055583|replacement name|
3055670|3055671|replacement name|
3056789|3056793|replacement name|, nom. superfl.
3234847|3056259|replacement name|, nom. superfl.
3056388|3056390|replacement name|, nom. superfl.
3056655|3056659|replacement name|, nom. superfl.
3234925|3056749|replacement name|, not validly publ.
3056718|3197910|replacement name|
3232969|3056718|replacement name|
3234919|3056782|replacement name|, not validly publ.
3234920|3056789|replacement name|, not validly publ.
3234921|3056771|replacement name|, not validly publ.
3056771|3056793|replacement name|, nom. superfl.
3056783|3056782|replacement name|, nom. illeg.
3056804|3197760|replacement name|, nom. superfl.
3056898|3056897|replacement name|
3056906|3056903|replacement name|
3056907|3056903|replacement name|
3215403|3056963|replacement name|
3242145|3242146|replacement name|, nom. superfl.
3207541|3242145|replacement name|, nom. superfl.
3057015|3057013|replacement name|
3057502|3057354|replacement name|, nom. superfl.
3215929|3057432|replacement name|, not validly publ.
3057470|3057726|replacement name|
3057530|3057532|replacement name|, nom. superfl.
3056934|3285650|replacement name|
3215930|3057553|replacement name|, not validly publ.
3057573|3057575|replacement name|
3057574|3057575|replacement name|, nom. superfl.
3057576|3057575|replacement name|
3057641|3057642|replacement name|, nom. superfl.
3057643|3057641|replacement name|
3057780|3057779|replacement name|
3057820|3057814|replacement name|
3057884|3057889|replacement name|, nom. superfl.
3057887|3057884|replacement name|, nom. superfl.
3058062|3058064|replacement name|, nom. superfl.
3058168|3058167|replacement name|
3239190|3058192|replacement name|
3058190|3058191|replacement name|, nom. superfl.
3058223|3058142|replacement name|
3058244|3058242|replacement name|
3056703|3058242|replacement name|
3058313|3058319|replacement name|
3283021|3286872|replacement name|
3058589|3058588|replacement name|
3058780|3058779|replacement name|
3058811|3059910|replacement name|
3058956|3058955|replacement name|
3059011|3059010|replacement name|
3059083|3059082|replacement name|
3059212|3059211|replacement name|
3058993|3058992|replacement name|
3059316|3059315|replacement name|
3059483|3059481|replacement name|
3059485|3061151|replacement name|
3060151|3060150|replacement name|, nom. superfl.
3059609|3059608|replacement name|
3059764|3059763|replacement name|
3060395|3060394|replacement name|
3059808|3059807|replacement name|
3059883|3059882|replacement name|
3060003|3060002|replacement name|
3060055|3060054|replacement name|
3061285|3061267|replacement name|
3283029|3060151|replacement name|
3210678|3060151|replacement name|, nom. superfl.
3234891|3208047|replacement name|
3060337|3060336|replacement name|
3060352|3060351|replacement name|
3060370|3060369|replacement name|
3060449|3060448|replacement name|
3215362|3208046|replacement name|
3060711|3060710|replacement name|
3060833|3060832|replacement name|
3060846|3060845|replacement name|
3060968|3060967|replacement name|
3061011|3061010|replacement name|
3061174|3061173|replacement name|
3061248|3061247|replacement name|
3061302|3061301|replacement name|
3061270|3061344|replacement name|, nom. superfl.
3061271|3061270|replacement name|, nom. superfl.
3061337|3061270|replacement name|, nom. superfl.
3061393|3061392|replacement name|
3061434|3061436|replacement name|, nom. superfl.
3061435|3061436|replacement name|
3061520|3061519|replacement name|
3061907|3061910|replacement name|
3061982|3061981|replacement name|
3062086|3062085|replacement name|
3192853|3062120|replacement name|, not validly publ.
3062130|3062217|replacement name|
3062224|3062235|replacement name|
3062229|3062235|replacement name|, nom. superfl.
3234928|3062308|replacement name|
3062343|3062345|replacement name|
3192847|3062312|replacement name|
3062375|3062381|replacement name|, nom. superfl.
3062417|3062422|replacement name|, nom. superfl.
3062442|3062440|replacement name|
3062464|3062461|replacement name|
3062524|3062523|replacement name|
3062558|3062557|replacement name|
3062604|3062602|replacement name|
3062611|3062610|replacement name|
3062709|3062708|replacement name|
3062713|3062712|replacement name|
3062720|3062719|replacement name|
3062721|3062719|replacement name|
3062731|3062724|replacement name|, nom. superfl.
3062768|3062766|replacement name|
3062855|3062856|replacement name|, nom. superfl.
3062856|3062858|replacement name|, nom. superfl.
3062857|3062856|replacement name|, nom. superfl.
3062859|3062856|replacement name|, nom. superfl.
3062881|3062879|replacement name|, nom. superfl.
3062882|3062881|replacement name|, nom. superfl.
3063205|3063207|replacement name|
3211642|3063320|replacement name|
3211640|3063330|replacement name|
3063381|3063378|replacement name|
3063383|3063376|replacement name|
3063454|3063453|replacement name|
3063813|3063828|replacement name|, nom. superfl.
3197768|3063881|replacement name|, nom. superfl.
3063880|3063881|replacement name|, nom. superfl.
3063882|3063881|replacement name|
3063905|3256867|replacement name|
3064012|3064014|replacement name|
3064115|3271310|replacement name|, nom. superfl.
3064116|3064115|replacement name|
3064144|3064145|replacement name|, nom. superfl.
3233139|3064365|replacement name|, not validly publ.
3064503|3064502|replacement name|
3064518|3216353|replacement name|
3064603|3216457|replacement name|
3271877|3271878|replacement name|, nom. superfl.
3271878|3064733|replacement name|, nom. superfl.
3271681|3064970|replacement name|, nom. superfl.
3064998|3064999|replacement name|
3271766|3271765|replacement name|, nom. superfl.
3065124|3271766|replacement name|
3065139|3065138|replacement name|
3065194|3271818|replacement name|
3241994|3241993|replacement name|
3192487|3215899|replacement name|
3271921|3065266|replacement name|
3069282|3065267|replacement name|, nom. superfl.
3065476|3065474|replacement name|
3233142|3065478|replacement name|
3065497|3065496|replacement name|, nom. superfl.
3272403|3065496|replacement name|
3065514|3065513|replacement name|
3065807|3065806|replacement name|
3065816|3065850|replacement name|
